,DataID,FEIN,EntityName,DateOfOrganization,ActiveFlag,CleanName,CoreName,Date,bostonFlag
869012,00m1a1,001112651,"38 MEAD STREET, LLC",07/25/2013,N,38 MEAD ST LLC,38 MEAD ST,2013-07-25,False
994311,00mvi0,001138623,377 MAVERICK LLC,06/06/2014,Y,377 MAVERICK LLC,377 MAVERICK,2014-06-06,False
931193,00aqy6,000857576,"377 BEACON STREET, LLC",01/02/2004,Y,377 BEACON ST LLC,377 BEACON ST,2004-01-02,False
742617,00gxa4,260118060,"376-380 CENTRE STREET PROPERTIES, LLC",07/05/2005,N,376 380 CENTRE ST PROPERTIES LLC,376 380 CENTRE ST,2005-07-05,False
983813,00m3i2,001114510,375 MARKET STREET LLC,08/20/2013,Y,375 MARKET ST LLC,375 MARKET ST,2013-08-20,False
1105171,00ki42,371650076,"374-378 WASHINGTON STREET, LLC",10/17/2011,Y,374 378 WASHINGTON ST LLC,374 378 WASHINGTON ST,2011-10-17,False
1204963,00m7di,001117781,371 SOUTH HUNTINGTON AVE LLC,10/03/2013,N,371 S HUNTINGTON AVE LLC,371 S HUNTINGTON AVE,2013-10-03,False
1007617,00df10,000975118,"37 TEMPLE PLACE, LLC",04/07/2008,N,37 TEMPLE PLACE LLC,37 TEMPLE PLACE,2008-04-07,False
972178,00logc,900944002,37 P STREET LLC,03/05/2013,N,37 P ST LLC,37 P ST,2013-03-05,False
1122835,00mr1r,001134726,37 OAKVIEW LLC,04/28/2014,N,37 OAKVIEW LLC,37 OAKVIEW,2014-04-28,False
1219551,00mzu8,001142361,"37 IROQUOIS STREET, LLC",07/22/2014,N,37 IROQUOIS ST LLC,37 IROQUOIS ST,2014-07-22,False
730377,00n1ik,001143859,369 SILVER STREET LLC,08/07/2014,N,369 SILVER ST LLC,369 SILVER ST,2014-08-07,False
1264251,00md8f,001122855,367 MAVERICK STREET LLC,12/10/2013,Y,367 MAVERICK ST LLC,367 MAVERICK ST,2013-12-10,False
1080869,00n38c,001145358,364 NEPONSET AVENUE LLC,08/26/2014,N,364 NEPONSET AVE LLC,364 NEPONSET AVE,2014-08-26,False
777534,00jnxo,204626296,"363 WEST THIRD, LLC",04/04/2006,Y,363 W 3RD LLC,363 W 3RD,2006-04-04,False
998707,00mx9f,001140151,362 W 4TH LLC,06/24/2014,N,362 W 4TH LLC,362 W 4TH,2014-06-24,False
701699,00izb1,550875949,"36 BROOKLEDGE , LLC",07/12/2004,Y,36 BROOKLEDGE LLC,36 BROOKLEDGE,2004-07-12,False
913428,00baab,562284733,"354 MARLBOROUGH STREET, LLC",07/24/2003,Y,354 MARLBOROUGH ST LLC,354 MARLBOROUGH ST,2003-07-24,False
771213,00h67c,205053973,35 WEST CEDAR STREET LLC,03/03/2006,Y,35 W CEDAR ST LLC,35 W CEDAR ST,2006-03-03,False
899869,00qawk,001289058,THREE ZERO FIVE SUMNER LLC,08/31/2017,Y,35 SUMNER LLC,35 SUMNER,2017-08-31,False
965600,005kn3,266451005,"35 UNION PARK ASSOCIATES, LLC",10/27/2008,Y,35 UNION PARK ASSOCIATION LLC,35 PARK,2008-10-27,False
730309,00n1gi,001143811,35 NO MARGIN LLC,08/07/2014,Y,35 NO MARGIN LLC,35 NO MARGIN,2014-08-07,False
791109,00e4us,001021787,"35 HUNNEWELL, LLC",02/10/2010,Y,35 HUNNEWELL LLC,35 HUNNEWELL,2010-02-10,False
1278865,00ijs7,001021162,35 CHAMPNEY LLC,02/02/2010,N,35 CHAMPNEY LLC,35 CHAMPNEY,2010-02-02,False
41331,00ddht,043428892,"346 NORTH STREET, LLC",07/29/1998,Y,346 N ST LLC,346 N ST,1998-07-29,False
965945,00l3n6,001082532,"344 MARLBOROUGH STREET, LLC",06/28/2012,Y,344 MARLBOROUGH ST LLC,344 MARLBOROUGH ST,2012-06-28,False
1003179,00kkgk,001065252,341 GALLIVAN LLC,11/16/2011,N,341 GALLIVAN LLC,341 GALLIVAN,2011-11-16,False
41000,00djqy,043464505,"340 NORTH STREET, LLC",04/22/1999,Y,340 N ST LLC,340 N ST,1999-04-22,False
953331,007dms,000982536,"34 WORTHINGTON STREET, LLC",07/21/2008,Y,34 WORTHINGTON ST LLC,34 WORTHINGTON ST,2008-07-21,False
979184,008zzc,001013396,34 MOUNT VERNON STREET LLC,10/07/2009,Y,34 MOUNT VERNON ST LLC,34 MOUNT VERNON ST,2009-10-07,False
1002610,00ko8j,001068805,"34 MORELAND, LLC",01/05/2012,Y,34 MORELAND LLC,34 MORELAND,2012-01-05,False
1147245,00lwec,001108371,"34 EDISON, LLC",05/30/2013,Y,34 EDISON LLC,34 EDISON,2013-05-30,False
1204284,00lguk,001094530,333 BUNKER HILL STREET LLC,12/14/2012,Y,333 BUNKER HILL ST LLC,333 BUNKER HILL ST,2012-12-14,False
973834,00lr5o,001103755,333-339 WEST BROADWAY LLC,04/02/2013,Y,333 339 W BROADWAY LLC,333 339 W BROADWAY,2013-04-02,False
53829,00dxh7,043371580,"331-335 COLUMBUS AVENUE, LLC",05/16/1997,Y,331 335 COLUMBUS AVE LLC,331 335 COLUMBUS AVE,1997-05-16,False
1054056,001s96,452590241,"33 COTTAGE, LLC",06/02/2011,N,33 COTTAGE LLC,33 COTTAGE,2011-06-02,False
1280982,002klj,800588241,329 SUMMIT AVE LLC,04/26/2010,Y,329 SUMMIT AVE LLC,329 SUMMIT AVE,2010-04-26,False
1204281,00lgui,001094528,329-331 BUNKER HILL STREET LLC,12/14/2012,Y,329 331 BUNKER HILL ST LLC,329 331 BUNKER HILL ST,2012-12-14,False
630182,00i682,001016284,"THIRTY-TWO WESTLAND AVENUE, LLC",11/20/2009,Y,32 W LAND AVE LLC,32 W LAND AVE,2009-11-20,False
1151713,00p92t,001240911,32 RUTLAND LLC,09/21/2016,Y,32 RUTLAND LLC,32 RUTLAND,2016-09-21,False
1019690,00l8r5,460903380,"32 LAWN STREET, LLC",09/05/2012,Y,32 LAWN ST LLC,32 LAWN ST,2012-09-05,False
630248,00a6we,271368313,"32 IRVING STREET, LLC",11/24/2009,Y,32 IRVING ST LLC,32 IRVING ST,2009-11-24,False
1029230,0059e0,001023368,"32 CHESTER STREET, LLC",03/04/2010,Y,32 CHESTER ST LLC,32 CHESTER ST,2010-03-04,False
1076976,00l9bb,001087690,319-321 WEST FOURTH STREET LLC,09/12/2012,Y,319 321 W 4TH ST LLC,319 321 W 4TH ST,2012-09-12,False
1076221,00845d,273420668,317 WEST THIRD STREET REALTY LLC,12/28/2009,N,317 W 3RD ST REALTY LLC,317 W 3RD ST,2009-12-28,False
692860,00lhiz,001095152,315 MARLBOROUGH STREET LLC,12/20/2012,N,315 MARLBOROUGH ST LLC,315 MARLBOROUGH ST,2012-12-20,False
692426,001rhx,202417069,"314-318 WEST BROADWAY, LLC",06/04/2004,Y,314 318 W BROADWAY LLC,314 318 W BROADWAY,2004-06-04,False
912969,00b1uv,562284737,"312 MARLBOROUGH STREET, LLC",07/24/2003,Y,312 MARLBOROUGH ST LLC,312 MARLBOROUGH ST,2003-07-24,False
1005958,00eawm,261749897,311 WEST BROADWAY LLC,01/15/2008,Y,311 W BROADWAY LLC,311 W BROADWAY,2008-01-15,False
567936,00ipu1,043404301,3101-3105 WASHINGTON STREET CORP.,01/07/1998,Y,3101 3105 WASHINGTON ST CORPORATION,3101 3105 WASHINGTON ST,1998-01-07,False
1100130,00lslf,462651343,31 WORCESTER SQUARE LLC,04/17/2013,N,31 WORCESTER SQUARE LLC,31 WORCESTER,2013-04-17,False
1281157,00mtgu,001136838,31 WEST EAGLE LLC,05/19/2014,Y,31 W EAGLE LLC,31 W EAGLE,2014-05-19,False
680583,005a6e,743084527,THIRTY-ONE NORTH BEACON STREET LLC,06/12/2003,Y,31 N BEACON ST LLC,31 N BEACON ST,2003-06-12,False
701534,00mvl6,001138705,31 MCKONE STREET LLC,06/09/2014,Y,31 MCKONE ST LLC,31 MCKONE ST,2014-06-09,False
1047988,00mg16,464481532,31 HARTFORD LLC,01/10/2014,Y,31 HARTFORD LLC,31 HARTFORD,2014-01-10,False
1188463,00lwru,462649627,31 GAYLAND STREET LLC,06/04/2013,Y,31 GAYLAND ST LLC,31 GAYLAND ST,2013-06-04,False
48153,00dt9h,043585133,"31 BOSTON, LLC",02/16/2001,Y,31 BOSTON LLC,31 BOSTON,2001-02-16,False
46612,00djtx,015268354,THIRTY FOUR PARK LLC,04/28/2000,N,304 PARK LLC,304 PARK,2000-04-28,False
868223,00m127,001112463,THIRTY FOUR MELROSE STREET LLC,07/23/2013,N,304 MELROSE ST LLC,304 MELROSE ST,2013-07-23,False
948901,006rmw,000947971,THIRTY 2 RUTLAND STREET LLC,03/28/2007,N,302 RUTLAND ST LLC,302 RUTLAND ST,2007-03-28,False
867924,00lxzg,001109753,"30 WYOMING, LLC",06/17/2013,N,30 WYOMING LLC,30 WYOMING,2013-06-17,False
1271579,00m8h6,001118747,THIRTY LEAMINGTON LLC,10/16/2013,Y,30 LEAMINGTON LLC,30 LEAMINGTON,2013-10-16,False
896081,00girj,001027380,30 GIBSON LLC,05/05/2010,Y,30 GIBSON LLC,30 GIBSON,2010-05-05,False
1178028,00ovwb,001223800,30 FAYETTE STREET LLC,05/17/2016,N,30 FAYETTE ST LLC,30 FAYETTE ST,2016-05-17,False
623403,007az9,207364521,30-34 CHISWICK LLC,04/13/2007,Y,30 34 CHISWICK LLC,30 34 CHISWICK,2007-04-13,False
1043911,00lp25,462348020,3 WIGGLESWORTH LLC,03/12/2013,N,3 WIGGLESWORTH LLC,3 WIGGLESWORTH,2013-03-12,False
13661,00ez4i,L99649128,3 LOUISBURG SQUARE LIMITED PARTNERSHIP,02/19/1999,N,3 LOUISBURG SQUARE LIMITED,3 LOUISBURG,1999-02-19,False
692038,00lhc5,001094954,3 JERUSALEM PLACE LLC,12/19/2012,Y,3 JERUSALEM PLACE LLC,3 JERUSALEM PLACE,2012-12-19,False
1030828,005xxw,270370764,3 COLEMAN STREET LLC,06/16/2009,N,3 COLEMAN ST LLC,3 COLEMAN ST,2009-06-16,False
673176,00irhp,264800118,THREE BARTLETTS LLC,03/26/2009,Y,3 BARTLETTS LLC,3 BARTLETTS,2009-03-26,False
1247175,00l6y7,001085569,3 ALLEGHENY LLC,08-10-2012,N,3 ALLEGHENY LLC,3 ALLEGHENY,2012-08-10,False
827519,00kjpg,001064561,2XPRESION LATINA 2020 LLC,11/07/2011,N,2XPRESION LATINA 2020 LLC,2XPRESION LATINA 2020,2011-11-07,False
41001,00djr0,043464506,"20 STILLMAN STREET, LLC",04/22/1999,Y,2STILLMAN ST LLC,2STILLMAN ST,1999-04-22,False
630004,008ehw,001016312,"SECOND JP ACQUISITION, LLC",11/23/2009,Y,2ND JP ACQUISITION LLC,2ND JP ACQUISITION,2009-11-23,False
1093881,00mm9m,001130735,"THE SECOND AVENUE GROUP, LLC",03/13/2014,N,2ND AVE GROUP LLC,2ND AVE,2014-03-13,False
897493,00n2n4,001144824,2J2G LLC,08/19/2014,Y,2J2G LLC,2J2G,2014-08-19,False
993678,00mphj,465366506,"299 SUMNER ST., LLC",04/10/2014,N,299 SUMNER ST LLC,299 SUMNER ST,2014-04-10,False
60520,00e4g4,043418748,298 LINCOLN STREET LLC,05/12/1998,Y,298 LINCOLN ST LLC,298 LINCOST,1998-05-12,False
683572,006n4p,452684155,296 MARLBOROUGH STREET LLC,07/06/2011,Y,296 MARLBOROUGH ST LLC,296 MARLBOROUGH ST,2011-07-06,False
674745,00fom9,562375835,"291 NEWBURY STREET, LLC",03/31/2003,N,291 NEWBURY ST LLC,291 NEWBURY ST,2003-03-31,False
1175038,00mrl6,465552680,"291 HIGHLAND STREET, LLC",05/01/2014,Y,291 HIGHLAND ST LLC,291 HIGHLAND ST,2014-05-01,False
873847,00k541,000991031,"29 GLENDALE STREET, LLC",12/03/2008,N,29 GLENDALE ST LLC,29 GLENDALE ST,2008-12-03,False
1092431,00mb30,001120966,289 WEST 5TH STREET LLC,11/14/2013,Y,289 W 5TH ST LLC,289 W 5TH ST,2013-11-14,False
1079442,000h2z,001028970,286 CHESTNUT LLC,05/24/2010,Y,286 CHESTNUT LLC,286 CHESTNUT,2010-05-24,False
1080960,00n37h,001145338,284 SUMNER LLC,08/26/2014,Y,284 SUMNER LLC,284 SUMNER,2014-08-26,False
930991,007vva,200543020,"284 COMMONWEALTH, LLC",01/02/2004,Y,284 COMMONWEALTH LLC,284 COMMONWEALTH,2004-01-02,False
1117382,00kx7d,001076751,2831 WASHINGTON STREET INC.,04/11/2012,Y,2831 WASHINGTON ST INC,2831 WASHINGTON ST,2012-04-11,False
1255443,00lmoq,001099843,"282 WALNUT AVENUE, LLC",02/13/2013,Y,282 WALNUT AVE LLC,282 WALNUT AVE,2013-02-13,False
574777,00j5xv,043360866,280 NEWBURY CORPORATION,03/31/1997,Y,280 NEWBURY CORPORATION,280 NEWBURY,1997-03-31,False
1245922,007u7g,000999651,"280 FOSTER STREET, LLC",04/15/2009,Y,280 FOSTER ST LLC,280 FOSTER ST,2009-04-15,False
791629,00j06f,001021847,28 MONTEBELLO ROAD LLC,02/11/2010,N,28 MONTEBELLO RD LLC,28 MONTEBELLO RD,2010-02-11,False
1122654,00mqu9,465531426,28 HOWELL REALTY LLC,04-24-2014,Y,28 HOWELL REALTY LLC,28 HOWELL,2014-04-24,False
842178,00ltox,462657777,28 FISHER REALTY LLC,04/30/2013,Y,28 FISHER REALTY LLC,28 FISHER,2013-04-30,False
57793,00e49l,043420739,28 EAST SPRINGFIELD STREET LLC,05/20/1998,Y,28 E SPRINGFIELD ST LLC,28 E SPRINGFIELD ST,1998-05-20,False
960817,00bgjs,000974134,"28 APPLETON RENTAL PROPERTIES, LLC",03/25/2008,N,28 APPLETON RENTAL PROPERTIES LLC,28 APPLETON,2008-03-25,False
868340,00kv3s,001074933,"279 D STREET, LLC",03/20/2012,Y,279 D ST LLC,279 D ST,2012-03-20,False
60728,00fj2u,000756225,276-280 CAMBRIDGE STREET LLC,06/05/2001,Y,276 280 CAMBRIDGE ST LLC,276 280 CAMBRIDGE ST,2001-06-05,False
1143108,00mbcp,001121210,275 HEXAGON LLC,11/18/2013,Y,275 HEXAGON LLC,275 HEXAGON,2013-11-18,False
1119159,00lfdi,001093141,275 ALBANY STREET LLC,11/28/2012,Y,275 ALBANY ST LLC,275 ALBANY ST,2012-11-28,False
576653,00je9s,042137149,"274 BEACON STREET, INC.",10/10/1951,Y,274 BEACON ST INC,274 BEACON ST,1951-10-10,False
757860,00mdsy,001123360,272 SUMNER ST. LLC,12/17/2013,Y,272 SUMNER ST LLC,272 SUMNER ST,2013-12-17,False
1089455,00l4k7,001083378,"270 NEWBURY STREET, LLC",07/11/2012,Y,270 NEWBURY ST LLC,270 NEWBURY ST,2012-07-11,False
701198,00mo0y,001132211,"27 WARREN AVENUE, LLC",03/28/2014,Y,27 WARREN AVE LLC,27 WARREN AVE,2014-03-28,False
682917,008q9m,000995121,"27 SYMPHONY ROAD REALTY, LLC",02/04/2009,N,27 SYMPHONY RD REALTY LLC,27 SYMPHONY RD,2009-02-04,False
974295,00lrfs,001104010,27 HUNTOON STREET LLC,04/04/2013,N,27 HUNTOON ST LLC,27 HUNTOON ST,2013-04-04,False
720512,00ddh6,202289260,"27 HANSON, LLC",01/12/2005,Y,27 HANSON LLC,27 HANSON,2005-01-12,False
895706,00n1qh,001144038,27 GORDON LLC,08/11/2014,N,27 GORDON LLC,27 GORDON,2014-08-11,False
937566,00137q,203030543,"27-29 SUTHERLAND ROAD, LLC",03/04/2004,Y,27 29 SUTHERLAND RD LLC,27 29 SUTHERLAND RD,2004-03-04,False
839306,00lo4q,462161540,269-271 LEXINGTON STREET LLC,03-01-2013,Y,269 271 LEXINGTON ST LLC,269 271 LEXINGTON ST,2013-03-01,False
1235775,00mit7,464715112,"267 MAIN, LLC",02/06/2014,Y,267 MAIN LLC,267 MAIN,2014-02-06,False
445908,0046y9,043360864,267 COMMONWEALTH CORPORATION,03/31/1997,Y,267 COMMONWEALTH CORPORATION,267 COMMONWEALTH,1997-03-31,False
1281542,00mttm,001137158,265 PRINCETON LLC,05/22/2014,Y,265 PRINCETON LLC,265 PRINCETON,2014-05-22,False
915078,00gc8a,001050300,264 ATHENS STREET LLC,04/06/2011,Y,264 ATHENS ST LLC,264 ATHENS ST,2011-04-06,False
800816,003p54,000981209,"263 NEWBURY STREET, LLC",06/30/2008,Y,263 NEWBURY ST LLC,263 NEWBURY ST,2008-06-30,False
702073,00fzb4,000872379,"260 FOSTER STREET, LLC",07/16/2004,N,260 FOSTER ST LLC,260 FOSTER ST,2004-07-16,False
829082,00kpjo,454299149,260 APPLE ISLAND LLC,01/19/2012,N,260 APPLE ISLAND LLC,260 APPLE ISLAND,2012-01-19,False
1219764,00n016,471414916,26 APPLETON LLC,07/24/2014,N,26 APPLETON LLC,26 APPLETON,2014-07-24,False
931899,00kl9c,001065978,"254 NEWBURY, LLC",11/29/2011,Y,254 NEWBURY LLC,254 NEWBURY,2011-11-29,False
62872,00fem1,043400250,253 SHAWMUT LLC,11/17/1997,Y,253 SHAWMUT LLC,253 SHAWMUT,1997-11-17,False
1024812,0096ts,000996768,"253 NSR, LLC",03/03/2009,Y,253 NSR LLC,253 NSR,2009-03-03,False
821680,00gxgo,001041417,"25 WORTHINGTON STREET, LLC",12/06/2010,N,25 WORTHINGTON ST LLC,25 WORTHINGTON ST,2010-12-06,False
888058,001s69,000967558,"25 SYMPHONY ROAD BOSTON, LLC",12/28/2007,N,25 SYMPHONY RD BOSTON LLC,25 SYMPHONY RD BOSTON,2007-12-28,False
985868,00m4l3,001115634,249 WASHINGTON REAL ESTATE LLC,09/03/2013,Y,249 WASHINGTON REAL ESTATE LLC,249 WASHINGTON,2013-09-03,False
797684,000kkm,000931170,249 HYDE PARK LLC,08/16/2006,Y,249 HYDE PARK LLC,249 HYDE PARK,2006-08-16,False
56779,00e3nl,043445886,248 MARLBOROUGH LLC,08/11/1998,Y,248 MARLBOROUGH LLC,248 MARLBOROUGH,1998-08-11,False
978842,00lyji,001110248,246 PARKER HILL LLC,06-24-2013,N,246 PARKER HILL LLC,246 PARKER HILL,2013-06-24,False
1228279,00mcfb,001122137,245 COMMONWEALTH MAINSAIL LLC,12/02/2013,N,245 COMMONWEALTH MAINSAIL LLC,245 COMMONWEALTH MAINSAIL,2013-12-02,False
41330,00ddhs,043428891,"24 STILLMAN STREET, LLC",07/29/1998,Y,24 STILLMAN ST LLC,24 STILLMAN ST,1998-07-29,False
694221,00ln63,462075393,24 MURDOCK ST LLC,02/20/2013,N,24 MURDOCK ST LLC,24 MURDOCK ST,2013-02-20,False
1173762,006bmg,000977702,24 HAVILAND ST. LLC,05/12/2008,Y,24 HAVILAND ST LLC,24 HAVILAND ST,2008-05-12,False
664155,0038v9,001052351,"24 DARLING STREET, LLC",05/05/2011,Y,24 DARLING ST LLC,24 DARLING ST,2011-05-05,False
1111805,00m61i,463683040,24 CEDAR STREET LLC,09/18/2013,N,24 CEDAR ST LLC,24 CEDAR ST,2013-09-18,False
141727,00fhda,043575344,"TWO FOUR, INC.",06/26/2001,Y,24 INC,24,2001-06-26,False
1008326,00n2jl,001144733,237 MARLBOROUGH STREET LLC,08/19/2014,Y,237 MARLBOROUGH ST LLC,237 MARLBOROUGH ST,2014-08-19,False
475545,00a968,000698309,237 BEACON STREET CORP.,03/21/2000,Y,237 BEACON ST CORPORATION,237 BEACON ST,2000-03-21,False
981421,00m26k,463409391,233 NORTHAMPTON LLC,08-06-2013,N,233 N AMPTON LLC,233 N AMPTON,2013-08-06,False
818931,009c2w,000995784,23 UNION PARK LLC,02/13/2009,Y,23 UNION PARK LLC,23 PARK,2009-02-13,False
797515,00j3tw,000931167,23 FOREST HILLS LLC,08/16/2006,Y,23 FOREST HILLS LLC,23 FOREST HILLS,2006-08-16,False
736063,0046yk,134298974,23-25 HASKELL STREET LLC,05/16/2005,N,23 25 HASKELL ST LLC,23 25 HASKELL ST,2005-05-16,False
1281165,00mtgw,001136840,229 BENNINGTON LLC,05/19/2014,Y,229 BENNINGTON LLC,229 BENNINGTON,2014-05-19,False
1157087,007hcb,001019221,"227 WASHINGTON STREET, LLC",01/07/2010,N,227 WASHINGTON ST LLC,227 WASHINGTON ST,2010-01-07,False
814895,00h99b,001011008,"225 FLORENCE STREET, LLC",08/31/2009,Y,225 FLORENCE ST LLC,225 FLORENCE ST,2009-08-31,False
797915,00j9k6,161507570,225 CENTRE LLC,10/22/2007,Y,225 CENTRE LLC,225 CENTRE,2007-10-22,False
931895,00kl9b,001065977,"225-227 NEWBURY STREET, LLC",11/29/2011,Y,225 227 NEWBURY ST LLC,225 227 NEWBURY ST,2011-11-29,False
902873,00ncb9,001153231,"2221 CENTRE STREET REALTY, LLC",12/01/2014,N,2221 CENTRE ST REALTY LLC,2221 CENTRE ST,2014-12-01,False
635018,00g2r6,000941142,"222-232 NEWBURY STREET, LLC",01/04/2007,Y,222 232 NEWBURY ST LLC,222 232 NEWBURY ST,2007-01-04,False
15506,00evib,L97576574,222-224 BEACON STREET LIMITED PARTNERSHIP,05/19/1997,Y,222 224 BEACON ST LIMITED,222 224 BEACON ST,1997-05-19,False
1214687,00mrxq,001135474,"2219 CENTRE STREET REALTY, LLC",05/06/2014,N,2219 CENTRE ST REALTY LLC,2219 CENTRE ST,2014-05-06,False
1126987,00myvo,001141551,220 SARATOGA LLC,07/11/2014,Y,220 SARATOGA LLC,220 SARATOGA,2014-07-11,False
778320,00ilu2,000921130,22 SNOW STREET LLC,04/06/2006,N,22 SNOW ST LLC,22 SNOW ST,2006-04-06,False
1069359,00mq4j,465417748,22 PERRIN STREET DEV LLC,04/17/2014,N,22 PERRIN ST DEVELOPMENT LLC,22 PERRIN ST,2014-04-17,False
683633,00jlwi,001060629,22 PERRIN STREET LLC,09/07/2011,N,22 PERRIN ST LLC,22 PERRIN ST,2011-09-07,False
1271842,00m8p5,463905541,22 MONTGOMERY LLC,10/18/2013,N,22 MONTGOMERY LLC,22 MONTGOMERY,2013-10-18,False
972612,00ctd4,263913450,"22 LYON STREET REALTY, LLC",02/23/2009,Y,22 LYON ST REALTY LLC,22 LYON ST,2009-02-23,False
797683,006ebd,000931169,22 HALL LLC,08/16/2006,Y,22 HALL LLC,22 HALL,2006-08-16,False
1019125,00dub1,262356447,22 COOLIDGE STREET LLC,04-08-2008,Y,22 COOLIDGE ST LLC,22 COOLIDGE ST,2008-04-08,False
977408,00ly4w,462987359,22 CHESTNUT PARTNERS LLC,06/18/2013,N,22 CHESTNUT PARTNERS LLC,22 CHESTNUT,2013-06-18,False
1198171,00mi5v,001127243,219 W SPRINGFIELD ST LLC,01/30/2014,Y,219 W SPRINGFIELD ST LLC,219 W SPRINGFIELD ST,2014-01-30,False
901961,00nc0b,001152960,218 HAVRE LLC,11/25/2014,N,218 HAVRE LLC,218 HAVRE,2014-11-25,False
896354,002bw1,001153743,"214 SARATOGA, LLC",05-06-2010,Y,214 SARATOGA LLC,214 SARATOGA,2010-05-06,False
1018817,00hho2,000986640,211 NEWBURY STREET LLC,09/19/2008,N,211 NEWBURY ST LLC,211 NEWBURY ST,2008-09-19,False
874235,00gvck,510635121,"211 N STREET, LLC",06/12/2007,N,211 N ST LLC,211 N ST,2007-06-12,False
15505,00evia,L97576573,211 BEACON STREET LIMITED PARTNERSHIP,05/19/1997,Y,211 BEACON ST LIMITED,211 BEACON ST,1997-05-19,False
626659,003jdi,000990066,21 WORCESTER STREET LLC,11-14-2008,Y,21 WORCESTER ST LLC,21 WORCESTER ST,2008-11-14,False
785713,00a379,042610946,21 MANSFIELD LJS LLC,05/30/2006,Y,21 MANSFIELD LJS LLC,21 MANSFIELD LJS,2006-05-30,False
872890,00io2g,260394891,"21 EAST STREET, LLC",06/21/2007,Y,21 E ST LLC,21 E ST,2007-06-21,False
1147678,00r8yn,001324330,21 COTTAGE STREET LLC,04/24/2018,Y,21 COTTAGE ST LLC,21 COTTAGE ST,2018-04-24,False
134842,001txj,046058461,"207 WORTHINGTON STREET, INC.",06/28/1962,N,207 WORTHINGTON ST INC,207 WORTHINGTON ST,1962-06-28,False
1170305,00l4yj,001083741,"TWENTY SEVEN, LLC",07/17/2012,N,207 LLC,207,2012-07-17,False
1125919,00l0ml,001079752,TWENTY EIGHTEEN COMM AVE LLC,05/22/2012,Y,2018 COMMONWEALTH AVE LLC,2018 COMMONWEALTH AVE,2012-05-22,False
1004871,00klsv,001066479,TWENTY TWELVE LLC,12/06/2011,Y,2012 LLC,2012,2011-12-06,False
717575,00pmh0,001258320,20TEN INVESTMENTS LLC,01/27/2017,Y,2010 INVESTMENTS LLC,2010,2017-01-27,False
776710,00hb9c,000951814,200 AMORY STREET LLC,05/17/2007,N,200 AMORY ST LLC,200 AMORY ST,2007-05-17,False
896444,00e0hb,001027940,"20 WORTHINGTON STREET, LLC",05/07/2010,N,20 WORTHINGTON ST LLC,20 WORTHINGTON ST,2010-05-07,False
674329,003lhh,201003847,"20 WORCESTER SQUARE, LLC",03/26/2003,Y,20 WORCESTER SQUARE LLC,20 WORCESTER,2003-03-26,False
1024280,00nclv,001153464,"20 TIP TOP STREET, LLC",12-30-2014,Y,20 TIP TOP ST LLC,20 TIP TOP ST,2014-12-30,False
712209,00nbbj,001152385,20 SHEAFE STREET LLC,11/18/2014,Y,20 SHEAFE ST LLC,20 SHEAFE ST,2014-11-18,False
1032134,000saq,453580792,"TWENTY PARIS STREET, LLC",07/08/2010,Y,20 PARIS ST LLC,20 PARIS ST,2010-07-08,False
702572,00mvwj,471076702,20 OAK STREET DEVELOPMENT  LLC,06/11/2014,Y,20 OAK ST DEVELOPMENT LLC,20 OAK ST,2014-06-11,False
791171,00e4u8,001021848,20 NIXON STREET LLC,02/11/2010,N,20 NIXON ST LLC,20 NIXON ST,2010-02-11,False
940984,005z4l,000865469,20 LIME LLC,04/09/2004,Y,20 LIME LLC,20 LIME,2004-04-09,False
1175223,00mrn7,001135224,"20 F STREET, LLC",05/02/2014,N,20 F ST LLC,20 F ST,2014-05-02,False
1059544,00m5i7,001116138,"20 CHERRY STREET, LLC",09/12/2013,Y,20 CHERRY ST LLC,20 CHERRY ST,2013-09-12,False
1157302,00n9c7,001150640,"TWENTY BARTLETT, LLC",10/28/2014,Y,20 BARTLETT LLC,20 BARTLETT,2014-10-28,False
789391,00iu3z,000927762,20-22 MAVERICK LLC,06/28/2006,Y,20 22 MAVERICK LLC,20 22 MAVERICK,2006-06-28,False
1126610,00myj8,001141259,"2 WORTHINGTON STREET, LLC",07/08/2014,Y,2 WORTHINGTON ST LLC,2 WORTHINGTON ST,2014-07-08,False
988229,00f9i3,383757202,"TWO TREMONT, LLC",05/21/2007,Y,2 TREMONT LLC,2 TREMONT,2007-05-21,False
1082474,00sylv,001389312,"TWO OAKLAND STREET, LLC",06/19/2019,Y,2 OAKLAND ST LLC,2 OAKLAND ST,2019-06-19,False
761339,00gmnj,510560457,"2 MIRANDA REAL ESTATE, LLC",12/16/2005,Y,2 MIRANDA REAL ESTATE LLC,2 MIRANDA,2005-12-16,False
554463,00hy1s,042274477,2 LOUISBURG SQUARE CORPORATION,07/19/1960,N,2 LOUISBURG SQUARE CORPORATION,2 LOUISBURG,1960-07-19,False
959530,00kz9u,001078557,"2 LIME STREET, LLC",05/04/2012,Y,2 LIME ST LLC,2 LIME ST,2012-05-04,False
721464,00g4ff,412165055,"TWO L PROPERTY HOLDINGS, LLC",01/25/2005,Y,2 L PROPERTIES HOLDINGS LLC,2 L,2005-01-25,False
766261,00ko35,001068677,2 HATHERLY ROAD LLC,01/04/2012,Y,2 HATHERLY RD LLC,2 HATHERLY RD,2012-01-04,False
